CustomerID,PersonType,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,EmailPromotion,CustomerRowGUID,CustomerModifiedDate,StoreName,SalesPersonID
11048,IN,false,,Jeremy,,Powell,,1,{1C16644A-F89C-45D0-B12B-CFD40930C6EB},2011-07-13T00:00:00.000Z,,
11049,IN,false,,Carol,C,Rai,,2,{0E7DF13F-B808-4646-A410-D2A4DD0D5C62},2013-08-09T00:00:00.000Z,,
11050,IN,false,,Alan,,Zheng,,0,{79860385-7E80-47AF-BF3F-C300585F7AD7},2011-07-23T00:00:00.000Z,,
11051,IN,false,,Daniel,,Johnson,,1,{550D237C-8FC7-4457-80CB-20EE92D720D9},2014-05-31T00:00:00.000Z,,
11052,IN,false,,Heidi,,Lopez,,1,{6C5980BD-0196-40D4-9309-A892E3226C31},2011-07-20T00:00:00.000Z,,
11053,IN,false,,Ana,E,Price,,1,{E697819E-34E3-43DF-946A-10629DBBF0BC},2013-06-19T00:00:00.000Z,,
11054,IN,false,,Deanna,,Munoz,,2,{BED9FE74-563A-460B-B834-00740B26FDE6},2011-07-06T00:00:00.000Z,,
11055,IN,false,,Gilbert,,Raje,,1,{45B6224B-E050-4E2F-8A6B-2C80AD5C1B15},2011-07-03T00:00:00.000Z,,
11056,IN,false,,Michele,L,Nath,,0,{906D353C-BB45-47EE-9321-BD94BD1C3E42},2011-07-29T00:00:00.000Z,,
11057,IN,false,,Carl,J,Andersen,,0,{D0521202-7540-48E5-8A5D-C8BDB9C5A1C9},2011-07-25T00:00:00.000Z,,
11058,IN,false,,Marc,,Diaz,,0,{192EDEF6-30ED-46B5-9D0B-F89E700AB14C},2011-08-09T00:00:00.000Z,,
11059,IN,false,,Ashlee,J,Andersen,,0,{2FBBAAEE-1FA3-46D2-829F-0D69B210D28A},2013-07-21T00:00:00.000Z,,
11060,IN,false,,Jon,L,Zhou,,0,{BFD24E69-C015-4D8F-893E-3E1454CD0D95},2011-08-19T00:00:00.000Z,,
11061,IN,false,,Todd,M,Gao,,0,{8F3AE8F8-A02C-4146-8EF0-B4AAE8882820},2011-08-13T00:00:00.000Z,,
11062,IN,false,,Noah,D,Powell,,0,{8F0836F8-E72B-4173-8769-3EF51DEE6E09},2013-06-09T00:00:00.000Z,,
11063,IN,false,,Angela,,Murphy,,0,{11044C7D-E6D3-4F21-8310-26C6A56B059B},2013-06-14T00:00:00.000Z,,
11064,IN,false,,Chase,,Reed,,2,{5EE12C62-B6DD-4884-AE51-84D62C28A6B8},2013-06-27T00:00:00.000Z,,
11065,IN,false,,Jessica,,Henderson,,0,{72AEB5BE-95CC-4D14-9A96-4F7C2E08E700},2013-07-13T00:00:00.000Z,,
11066,IN,false,,Grace,T,Butler,,0,{9F9F1EA6-7124-4599-A523-69944FFF8ACC},2013-10-31T00:00:00.000Z,,
11067,IN,false,,Caleb,F,Carter,,1,{BCB139A7-746B-45B4-9F50-2E400F7160F8},2014-01-18T00:00:00.000Z,,
11068,IN,false,,Tiffany,,Liang,,0,{31A0DC8A-072A-473F-81DE-29AF627CF58E},2013-09-30T00:00:00.000Z,,
11069,IN,false,,Carolyn,,Navarro,,0,{EDB3B1D3-C547-4E82-A060-91F381673F8F},2011-09-17T00:00:00.000Z,,
11070,IN,false,,Willie,T,Raji,,0,{710FC4B2-ECAE-4997-B093-8221EB9C6A6C},2011-09-28T00:00:00.000Z,,
11071,IN,false,,Linda,,Serrano,,0,{A1514D09-49B2-42E9-8EBA-CADF6EC3967C},2013-08-01T00:00:00.000Z,,
11072,IN,false,,Casey,,Luo,,0,{6241DBF8-140C-48D3-BB5F-5072B5F7A19A},2011-08-31T00:00:00.000Z,,
11073,IN,false,,Amy,,Ye,,0,{2119EEA9-A3E3-4FCA-8181-CE6F088363B0},2013-08-23T00:00:00.000Z,,
11074,IN,false,,Levi,A,Arun,,0,{7340425F-CDA7-4729-9617-373907AC7894},2013-08-23T00:00:00.000Z,,
11075,IN,false,,Felicia,L,Jimenez,,2,{7E937E53-1554-4810-A805-B5B414ED9F31},2011-09-28T00:00:00.000Z,,
11076,IN,false,,Blake,,Anderson,,1,{466D04C2-7186-43D8-B456-211037C7127A},2011-09-21T00:00:00.000Z,,
11077,IN,false,,Leah,,Ye,,0,{11C58112-E3DB-4954-935E-F7003CC813B2},2011-09-15T00:00:00.000Z,,
11078,IN,false,,Gina,E,Martin,,2,{D49E27BF-D53B-4225-ABEB-4EFA9DBEEF28},2013-07-18T00:00:00.000Z,,
11079,IN,false,,Donald,,Gonzalez,,1,{F68C35BA-DE30-4330-9206-72EC83E4F5F4},2013-08-15T00:00:00.000Z,,
11080,IN,false,,Damien,,Chander,,2,{3E82CF84-2E28-4AA7-A807-58678C2484A1},2011-09-10T00:00:00.000Z,,
11081,IN,false,,Savannah,C,Baker,,1,{BC3495A6-5840-4B9E-8106-7D53EDB9B649},2013-07-15T00:00:00.000Z,,
11082,IN,false,,Angela,L,Butler,,2,{9487DC9F-1547-4E93-93AB-C464C40FB6E4},2013-06-24T00:00:00.000Z,,
11083,IN,false,,Alyssa,F,Cox,,2,{0EF7594C-61A4-44AC-9268-B05DFB445621},2013-06-08T00:00:00.000Z,,
11084,IN,false,,Lucas,,Phillips,,1,{D65DF9D1-65B9-4D85-8B78-9A5A4423B445},2013-06-06T00:00:00.000Z,,
11085,IN,false,,Emily,,Johnson,,1,{3809DF64-90F4-46AE-B82C-62F803F8DA5E},2014-05-08T00:00:00.000Z,,
11086,IN,false,,Ryan,,Brown,,2,{2E5E34E5-53DF-49B0-862F-D257F772091D},2013-12-02T00:00:00.000Z,,
11087,IN,false,,Tamara,L,Liang,,0,{01C03F0F-0810-43C0-846F-E795D2F5B8A5},2013-07-28T00:00:00.000Z,,
11088,IN,false,,Hunter,,Davis,,0,{8195FA99-8D70-4E69-9B84-85273A529CCB},2013-06-15T00:00:00.000Z,,
11089,IN,false,,Abigail,M,Price,,1,{5C7543CF-FC69-45E7-830D-A6E6D8277699},2013-05-31T00:00:00.000Z,,
11090,IN,false,,Trevor,,Bryant,,1,{9C896607-DB2F-4A1A-8A02-D749C762F319},2012-01-07T00:00:00.000Z,,
11091,IN,false,,Dalton,,Perez,,0,{C978972E-97C7-4C39-92FA-3A08C58D93BE},2013-07-01T00:00:00.000Z,,
11092,IN,false,,Cheryl,A,Diaz,,1,{A834BD25-BF0B-406A-9928-DFC2AEEF70AB},2011-09-08T00:00:00.000Z,,
11093,IN,false,,Aimee,A,He,,0,{CBEB314B-2596-48F1-8686-5E846587DD58},2011-09-07T00:00:00.000Z,,
11094,IN,false,,Cedric,W,Ma,,1,{C64E8031-A09A-4421-86FE-F1548362DBA6},2013-09-07T00:00:00.000Z,,
11095,IN,false,,Chad,,Kumar,,0,{4173A3F3-A464-49C7-B0FD-2660276C416C},2011-09-01T00:00:00.000Z,,
11096,IN,false,,Andr�s,,Anand,,0,{D956D072-9098-4438-B71B-2F288D6E2A2D},2011-09-11T00:00:00.000Z,,
11097,IN,false,,Edwin,R,Nara,,0,{6B06DE94-716D-4961-8087-B17B35CC440A},2011-09-04T00:00:00.000Z,,
11098,IN,false,,Mallory,S,Rubio,,0,{E3CDF578-E9AF-416F-90C5-529094FB29EC},2013-07-14T00:00:00.000Z,,
11099,IN,false,,Adam,,Ross,,0,{23DA6F4E-C732-4B29-979A-39E887BDFE2A},2011-09-07T00:00:00.000Z,,
11100,IN,false,,Latasha,L,Navarro,,1,{85D3E373-2F00-436F-94D6-38D242D77B17},2011-09-16T00:00:00.000Z,,
11101,IN,false,,Abby,L,Sai,,0,{B0562050-3AD6-4E1D-B690-3A187E6008FF},2011-09-29T00:00:00.000Z,,
11102,IN,false,,Julia,L,Nelson,,0,{3DE77682-4A43-4B31-A0A7-57278EF51A5C},2013-12-16T00:00:00.000Z,,
11103,IN,false,,Cassie,,Chande,,0,{D9DBDA76-A662-4C7F-96B6-56C5DA902094},2011-09-15T00:00:00.000Z,,
11104,IN,false,,Edgar,A,Sara,,0,{BB74D7F2-BD73-42F3-B45C-5A63E4E28147},2011-10-04T00:00:00.000Z,,
11105,IN,false,,Candace,,Fernandez,,0,{207230C2-149C-4566-9081-299E9C3C5C4C},2011-10-14T00:00:00.000Z,,
11106,IN,false,,Jessie,,Liu,,0,{7D4A0D95-8789-45AF-8D1D-1DA7375780A2},2011-10-18T00:00:00.000Z,,
11107,IN,false,,Bianca,,Lin,,0,{D3086E12-8044-48BA-888E-25807C3B9E3C},2011-10-01T00:00:00.000Z,,
11108,IN,false,,Kari,C,Alvarez,,0,{7B31111E-A769-4E2C-8F55-7F06D225B66F},2011-10-03T00:00:00.000Z,,
11109,IN,false,,Ruben,D,Kapoor,,2,{AE8062E0-BEF7-4540-A3A8-749F02013566},2011-10-10T00:00:00.000Z,,
11110,IN,false,,Curtis,,Yang,,0,{10A97AC2-468B-4274-A7F8-634355B3761B},2011-10-01T00:00:00.000Z,,
11111,IN,false,,Meredith,T,Gutierrez,,2,{AA951E2A-8D6D-4865-90C0-A08DB4EEB574},2011-10-20T00:00:00.000Z,,
11112,IN,false,,Crystal,C,Wang,,1,{9830A588-CA4F-44D6-96BA-5FE8DEF9136B},2011-10-25T00:00:00.000Z,,
11113,IN,false,,Micheal,A,Blanco,,1,{D67CA811-C4A5-4784-B944-59E5C365BB13},2013-07-04T00:00:00.000Z,,
11114,IN,false,,Leslie,C,Moreno,,0,{1094A44E-5460-4EB2-95C3-6C5E95E7AD9D},2013-08-18T00:00:00.000Z,,
11115,IN,false,,Alvin,D,Cai,,0,{1BD805BB-3479-4E34-8339-958879B8DA12},2013-07-13T00:00:00.000Z,,
11116,IN,false,,Clinton,E,Carlson,,0,{6D319B91-4592-497B-AC7D-E69F1C424BDC},2013-08-15T00:00:00.000Z,,
11117,IN,false,,April,,Deng,,0,{C2AB99CE-EC9B-4AC1-B79C-FFED5884391F},2011-10-06T00:00:00.000Z,,
11118,IN,false,,Alvin,M,Zeng,,0,{0153DE09-157E-4E32-AE28-5CD2077E6B67},2013-12-10T00:00:00.000Z,,
11119,IN,false,,Evan,V,James,,0,{3231F879-0461-4319-B221-BB72B67AD3DF},2013-07-06T00:00:00.000Z,,
11120,IN,false,,Beth,H,Jim�nez,,1,{E57C747D-0ECD-40B5-83D5-5164441206ED},2011-10-14T00:00:00.000Z,,
11121,IN,false,,Orlando,,Suarez,,0,{C19E7F3A-27DB-4743-A509-7A73416BFA55},2013-11-24T00:00:00.000Z,,
11122,IN,false,,Byron,,Vazquez,,1,{25240662-FCF9-49BB-81E1-21BF340F44B7},2013-07-24T00:00:00.000Z,,
11123,IN,false,,Philip,A,Alvarez,,1,{1C1D3281-A8CA-4B43-A3BE-248A19BD07CA},2013-09-17T00:00:00.000Z,,
11124,IN,false,,Ross,F,Jordan,,2,{C4150B08-50D2-4BF6-B591-704835ACA84B},2011-10-05T00:00:00.000Z,,
11125,IN,false,,Dana,J,Navarro,,2,{DEF37C7D-350B-4878-95B1-E06FD10FE75F},2013-07-03T00:00:00.000Z,,
11126,IN,false,,Shaun,,Carson,,1,{780FC36E-3739-4F86-B525-BDF3404E9777},2011-10-28T00:00:00.000Z,,
11127,IN,false,,Jan,,Edwards,,0,{10CC8AE8-2A5B-4F64-8628-15B5DF78BC56},2013-09-10T00:00:00.000Z,,
11128,IN,false,,Samantha,,Long,,0,{3BDF00B8-7C34-426E-B805-26D3BD5FACB0},2013-11-19T00:00:00.000Z,,
11129,IN,false,,Julia,M,Wright,,0,{FD950AE9-9C6C-4A07-8B49-BDB2463B49B8},2012-01-06T00:00:00.000Z,,
11130,IN,false,,Caroline,L,Russell,,2,{AA30F292-987A-497C-AB85-1513061009B7},2014-05-11T00:00:00.000Z,,
11131,IN,false,,Amanda,,Rivera,,0,{1F39006C-DEB0-4842-800F-B074F1E6F0F8},2014-03-20T00:00:00.000Z,,
11132,IN,false,,Melissa,E,Richardson,,0,{B0485AB9-58D5-491E-A1DE-6E0EB90E4199},2013-09-09T00:00:00.000Z,,
11133,IN,false,,Angela,,Griffin,,0,{42CC6211-576C-49D4-9F15-A368CA94DD3B},2014-06-01T00:00:00.000Z,,
11134,IN,false,,Larry,D,Townsend,,0,{4B33C9AB-AE25-4FB5-9B4A-F242046BF4DA},2011-10-03T00:00:00.000Z,,
11135,IN,false,,Marcus,L,Harris,,2,{64321922-5BDF-45CC-9646-DDA285E4C6DF},2013-09-18T00:00:00.000Z,,
11136,IN,false,,Brianna,D,Morgan,,1,{F6FFADAB-ADEE-4812-8F2A-789217175755},2013-06-05T00:00:00.000Z,,
11137,IN,false,,Jasmine,A,Taylor,,0,{A9AD4531-0596-4EF8-813F-D0B1DD812A47},2013-12-31T00:00:00.000Z,,
11138,IN,false,,Lauren,,Davis,,2,{6E77BAC4-A153-481F-B4E1-A6D77CC0CD78},2014-02-19T00:00:00.000Z,,
11139,IN,false,,Tanya,,Moreno,,0,{5D203B31-7A41-4001-91D1-A2B20706140B},2014-02-14T00:00:00.000Z,,
11140,IN,false,,Javier,L,Alvarez,,0,{008C6AC8-C42D-446E-99EE-992AA3B4FCDD},2013-08-19T00:00:00.000Z,,
11141,IN,false,,Nicole,,Ramirez,,0,{B1334269-24FE-4144-9D63-BBC250EC251B},2013-10-16T00:00:00.000Z,,
11142,IN,false,,Eduardo,,Patterson,,0,{FF82FDFA-A4B4-4A4A-9E6E-08C9EEBE1079},2013-07-16T00:00:00.000Z,,
11143,IN,false,,Jonathan,M,Henderson,,0,{72CE2332-CC29-46E3-8F43-2F91E14343C8},2013-11-15T00:00:00.000Z,,
11144,IN,false,,Edward,,Hernandez,,1,{56FC5B58-B8AD-4D1B-B371-C0F33B0DFDE1},2013-06-27T00:00:00.000Z,,
11145,IN,false,,Jasmine,L,Coleman,,2,{BEA18AC7-973C-433E-AB9B-7A3D784DB1C4},2013-06-27T00:00:00.000Z,,
11146,IN,false,,Karla,L,Goel,,1,{F6FDBFEC-22D5-4A90-8C8C-807AEB180AED},2013-07-08T00:00:00.000Z,,
11147,IN,false,,Ernest,L,Wu,,0,{B7C3EA43-082E-4663-99E4-7038E00F4191},2011-10-13T00:00:00.000Z,,
11148,IN,false,,Ross,,Vazquez,,1,{48CB685C-A75B-42A0-BF4B-7C9C2441A616},2013-08-07T00:00:00.000Z,,
11149,IN,false,,Theodore,,Gill,,0,{6D596DA6-09EA-4D09-B760-08BCFB4E8708},2013-11-04T00:00:00.000Z,,
11150,IN,false,,Russell,M,Shen,,0,{273556CC-07C6-42BD-8273-3EE70F876BC0},2013-08-27T00:00:00.000Z,,
11151,IN,false,,Melinda,G,Gill,,1,{55F1738E-D582-42D7-844B-93BBC2827EAE},2011-10-15T00:00:00.000Z,,
11152,IN,false,,James,J,Williams,,1,{EC094284-46B8-430C-9AB6-70BE19D050B7},2013-06-11T00:00:00.000Z,,
11153,IN,false,,Angela,R,James,,2,{9E2681BE-4D93-49B8-B97E-0C1BCB5AB9DC},2013-08-29T00:00:00.000Z,,
11154,IN,false,,Megan,G,Walker,,0,{8DD09356-F59F-4B54-9CBF-D754BDE25FB4},2013-06-12T00:00:00.000Z,,
11155,IN,false,,Hunter,J,Robinson,,0,{B77DE187-D833-4B4D-B8FD-DFBF0AF09BC2},2013-06-08T00:00:00.000Z,,
11156,IN,false,,Maria,,Roberts,,2,{8A077662-183A-4A28-953A-9858FD4F326F},2013-06-10T00:00:00.000Z,,
11157,IN,false,,Hannah,E,Long,,0,{1BADCD8D-D588-42C1-BAD6-371F6CA5021B},2013-12-24T00:00:00.000Z,,
11158,IN,false,,Jason,K,Wright,,0,{59029206-FE55-475C-BBA3-2998BB503E1E},2013-06-21T00:00:00.000Z,,
11159,IN,false,,Brianna,A,Hughes,,2,{3E5F6B28-049A-4BCC-A713-1055CA0D56EB},2014-02-08T00:00:00.000Z,,
11160,IN,false,,Maurice,M,Tang,,0,{F2D15A4B-AAC8-47E2-8D92-81842C7D3617},2013-07-24T00:00:00.000Z,,
11161,IN,false,,Emily,,Wood,,0,{F91300FB-03BD-475A-A91F-A15097B9E973},2013-11-01T00:00:00.000Z,,
11162,IN,false,,Chase,,Cox,,0,{D27AB0B7-6FDA-4654-902A-D7F4AE5E31D1},2013-07-21T00:00:00.000Z,,
11163,IN,false,,Gabriel,,Wang,,1,{8611B507-3709-42E2-8676-90CBAA39EB34},2013-10-01T00:00:00.000Z,,
11164,IN,false,,Devin,,Brooks,,0,{43B0D4FB-D703-465C-BB19-3E18136374D9},2013-09-27T00:00:00.000Z,,
11165,IN,false,,Jocelyn,,Alexander,,0,{6DF1E79C-A62B-4ABA-9748-243BEAC73F50},2013-10-25T00:00:00.000Z,,
11166,IN,false,,Ashley,,Martinez,,2,{EEAD1E0F-5012-4464-BE01-AB5D2A5CB35A},2014-03-16T00:00:00.000Z,,
11167,IN,false,,Jasmine,J,Barnes,,0,{415D0278-D53A-4144-B041-9E047964E143},2013-06-09T00:00:00.000Z,,
11168,IN,false,,David,,Rodriguez,,0,{0F3A5354-60A3-408C-91B9-EA1A97CBC8BD},2013-06-17T00:00:00.000Z,,
11169,IN,false,,Bryce,,Richardson,,0,{C92E26D8-8498-43B7-82CD-FB70249CE441},2013-10-26T00:00:00.000Z,,
11170,IN,false,,Carol,T,Howard,,0,{8976DB74-7F04-4487-AF46-92950065F09F},2014-01-26T00:00:00.000Z,,
11171,IN,false,,Jonathan,E,Hill,,1,{1677D666-92F1-42B1-B507-57F86A75F4D1},2012-01-20T00:00:00.000Z,,
11172,IN,false,,Gabrielle,J,Adams,,0,{6BE94093-6B32-4F8A-AC12-2A98F5083A40},2013-10-03T00:00:00.000Z,,
11173,IN,false,,Sarah,F,Thomas,,0,{B3D7EE30-DE40-49B5-9F2F-DEC223DA4262},2013-08-02T00:00:00.000Z,,
11174,IN,false,,Nicholas,,Robinson,,1,{667D0430-5353-403B-8626-8FA7660012BF},2013-12-13T00:00:00.000Z,,
11175,IN,false,,Luis,,Wang,,0,{6F0698E5-DECE-4B71-A0C7-80E0BE2FBCC1},2012-01-28T00:00:00.000Z,,
11176,IN,false,,Mason,D,Roberts,,1,{75CB874B-73CC-4165-BDCB-ED87FC3B6260},2013-07-05T00:00:00.000Z,,
11177,IN,false,,Jose,M,Flores,,0,{1786702E-8878-45DF-A5BD-591050C6876E},2013-08-29T00:00:00.000Z,,
11178,IN,false,,Nathan,J,Johnson,,0,{E712F4B6-5F41-43F3-B02D-D9D72C8C2C28},2013-07-24T00:00:00.000Z,,
11179,IN,false,,Molly,E,Rodriguez,,0,{337C8ED0-0BDB-46EF-911D-FDB7CFAF900D},2013-08-12T00:00:00.000Z,,
11180,IN,false,,April,,Anand,,0,{E7AD5E73-7E00-4AB9-BA9F-64C2F4BECEEA},2013-08-17T00:00:00.000Z,,
11181,IN,false,,Devin,P,Martin,,1,{053CA6D4-EC84-402D-92BE-183FC0E3604E},2013-10-07T00:00:00.000Z,,
11182,IN,false,,Stephanie,,Torres,,1,{15405AF7-F8B4-46AD-A625-A3A124C877E3},2014-01-28T00:00:00.000Z,,
11183,IN,false,,Jasmine,W,Lee,,0,{B0A346AE-430E-4EED-B3A4-1CDD1B69E4AA},2013-09-30T00:00:00.000Z,,
11184,IN,false,,Meghan,,Hernandez,,1,{68AB2DC7-280C-49AD-99E1-2C50DCB15D64},2014-01-10T00:00:00.000Z,,
11185,IN,false,,Ashley,,Henderson,,1,{76371F02-EA68-4E18-86EE-F112B86FB86A},2013-07-24T00:00:00.000Z,,
11186,IN,false,,Sarah,C,Price,,0,{625EF59B-6694-461D-8A83-76E389E59AB5},2014-03-20T00:00:00.000Z,,
11187,IN,false,,Jennifer,S,Cooper,,0,{93E2F79B-F620-4A17-BED5-EB471C459231},2013-09-03T00:00:00.000Z,,
11188,IN,false,,Catherine,,Morris,,0,{63E2376B-B5BA-4184-9C44-ADFC5EE42C2A},2014-04-03T00:00:00.000Z,,
11189,IN,false,,Lawrence,W,Blanco,,1,{BCE3A95E-6F2E-4195-ABCC-9C1142FD0C3C},2012-01-26T00:00:00.000Z,,
11190,IN,false,,Carson,,Bryant,,1,{EC5A81C9-664E-4BDD-B7B6-126E83F0DAEC},2014-01-28T00:00:00.000Z,,
11191,IN,false,,Kristi,E,Perez,,0,{71AC33F2-325C-414F-8086-1C2BB095F2F4},2012-01-11T00:00:00.000Z,,
11192,IN,false,,James,C,Brown,,0,{C23E6A52-CE91-4D5C-9728-F81F31EE992A},2013-11-23T00:00:00.000Z,,
11193,IN,false,,Ian,A,Gray,,1,{D682B4F8-554D-4B94-9703-E660144C73EF},2013-07-28T00:00:00.000Z,,
11194,IN,false,,Jacqueline,R,Price,,0,{37E6F46A-8ED7-4912-A486-7207BB67FD28},2013-08-13T00:00:00.000Z,,
11195,IN,false,,Megan,,Henderson,,0,{50C64BF0-8D54-4AC9-BE9F-10F6F68A7256},2013-09-14T00:00:00.000Z,,
